Year,Place,Points,No.,Country,Performer,Song,Lyrics,Cleaned Lyrics,Language,Topic
2005,2,192,3,Malta,Chiara,Angel,"Far away
In a lost world
I hear your voice
Calling for heaven
Cast away
Caught in mem'ries
You must believe
Love will come through

I'll be your angel
In your darkest night
I'll be your destiny
Waiting by your side
I'll be the sunshine
When you're feeling blue
I'm always here
For you

Comes a day
Heart on fire
When all your faith
Seems to be missing
Go your way
And you'll find there
A land of hope
A land of dreams

I'll be your angel
In your darkest night
I'll be your destiny
Waiting by your side
I'll be the sunshine
When you're feeling blue
I'm always here
For you

And when you lose it all
And nothing seems right
Just keep holding on to me

I'll be your angel
In your darkest night
I'll be your destiny
Waiting by your side
I'll be the sunshine
When you're feeling blue
I'm always here
For you","far away
in a lost world
i hear your voice
calling for heaven
cast away
caught in mem'ries
you must believe
love will come through

i'll be your angel
in your darkest night
i'll be your destiny
waiting by your side
i'll be the sunshine
when you're feeling blue
i'm always here
for you

comes a day
heart on fire
when all your faith
seems to be missing
go your way
and you'll find there
a land of hope
a land of dreams

i'll be your angel
in your darkest night
i'll be your destiny
waiting by your side
i'll be the sunshine
when you're feeling blue
i'm always here
for you

and when you lose it all
and nothing seems right
just keep holding on to me

i'll be your angel
in your darkest night
i'll be your destiny
waiting by your side
i'll be the sunshine
when you're feeling blue
i'm always here
for you",en,0
2005,3,158,4,Romania,Luminita Anghel & Sistem,Let Me Try,"When I find you in my dreams
You always try to run away
It doesn't look it, but it seems
You still take my breath away

And when I try to ask you why
We couldn't give it one more try
I can't find you anywhere
You're not there

[Chorus]
Let me try, let me try
I don't wanna say goodbye
I will find a way to make you stay
Just let me try

[Verse 2]
Looking back, I realise
We are learning from mistakes
I can see it in your eyes
I can feel your heartbeat breaks

But when I try to ask you why
We couldn't give it one more try
I can't find you anywhere
You are not there                        Let me try, let me try
I don't wanna say goodbye
I will find a way to make you stay
Just let me try

Let me try, let me try
I don't wanna say goodbye
I will find a way to make you stay
Just let me try

[Chorus]
Let me try, let me try
I don't wanna say goodbye
I will find a way to make you stay
Just let me try

[Outro]
Let me try
I will find a way to make you stay
Just let me try","when i find you in my dreams
you always try to run away
it doesn't look it, but it seems
you still take my breath away

and when i try to ask you why
we couldn't give it one more try
i can't find you anywhere
you're not there


let me try, let me try
i don't wanna say goodbye
i will find a way to make you stay
just let me try


looking back, i realise
we are learning from mistakes
i can see it in your eyes
i can feel your heartbeat breaks

but when i try to ask you why
we couldn't give it one more try
i can't find you anywhere
you are not there                        let me try, let me try
i don't wanna say goodbye
i will find a way to make you stay
just let me try

let me try, let me try
i don't wanna say goodbye
i will find a way to make you stay
just let me try


let me try, let me try
i don't wanna say goodbye
i will find a way to make you stay
just let me try


let me try
i will find a way to make you stay
just let me try",en,0
2005,4,154,11,Israel,Shiri Maymon,Hasheket Shenish'ar,"[בית 1]
הייתי כעיוורת לאור היום
מרוב ההגיון לא נשאר מקום
רועדת לידך והסם שבי עוד לא נגמר
נושמת לי ממך והטעם כבר מר

[טרום-פזמון]
המבט אחר והקור חודר
אתה מסתתר, את גופי שובר
המבט אחר והקור חודר
איך עוד יום עובר בלי נשימה

[פזמון]
לילה בא לאט, הזמן נעצר
לילה ואתה השקט שנשאר
רגע אחד נופלת איתך בסוף המשחק

[בית 2]
בערב שוב חומקת מהרחוב
מתוך האפילה מנסה לחשוב עוד קצת עליך
עוברת עוד דקה ארוכה שמרגישה כמו נצח
וריק בלעדיך

[טרום-פזמון]
המבט אחר והקור חודר
איך עוד יום עובר בלי נשימה

[פזמון]
לילה בא לאט, הזמן נעצר
לילה ואתה השקט שנשאר
רגע אחד נופלת איתך בסוף המשחק","
הייתי כעיוורת לאור היום
מרוב ההגיון לא נשאר מקום
רועדת לידך והסם שבי עוד לא נגמר
נושמת לי ממך והטעם כבר מר


המבט אחר והקור חודר
אתה מסתתר, את גופי שובר
המבט אחר והקור חודר
איך עוד יום עובר בלי נשימה


לילה בא לאט, הזמן נעצר
לילה ואתה השקט שנשאר
רגע אחד נופלת איתך בסוף המשחק


בערב שוב חומקת מהרחוב
מתוך האפילה מנסה לחשוב עוד קצת עליך
עוברת עוד דקה ארוכה שמרגישה כמו נצח
וריק בלעדיך


המבט אחר והקור חודר
איך עוד יום עובר בלי נשימה


לילה בא לאט, הזמן נעצר
לילה ואתה השקט שנשאר
רגע אחד נופלת איתך בסוף המשחק",he,3
2005,5,153,23,Latvia,Walter & Kazha,The War Is Not Over,"Ta na na na... na na...
Na na na... na na...

[Verse 1]
I slowly walk into the night around
To see how dreams of people die
They gently fall from windows all around
And crash against the ground like glass
And I'm so sorry I'm so helpless in this angry world
If only I could change it for one day

[Chorus]
The war is not over, everyone knows it
It's just a reason to make us believe
That someone's the loser, someone's the winner
To make us believe that's the way it should be
But I don't wanna believe

[Verse 2]
In the story they all tell this fairy tale has gone too far
I take a step and dare myself to be free
To see how beautiful we are, that everyone can be a star
If only we would start believe in dreams
Believe in who we are                               The war is not over, everyone knows it
It's just a reason to make us believe
That someone's the loser, someone's the winner
To make us believe that's the way it should be
But I don't wanna believe

[Outro]
But I don't wanna believe
No, no, no, but I don't wanna believe","ta na na na... na na...
na na na... na na...


i slowly walk into the night around
to see how dreams of people die
they gently fall from windows all around
and crash against the ground like glass
and i'm so sorry i'm so helpless in this angry world
if only i could change it for one day


the war is not over, everyone knows it
it's just a reason to make us believe
that someone's the loser, someone's the winner
to make us believe that's the way it should be
but i don't wanna believe


in the story they all tell this fairy tale has gone too far
i take a step and dare myself to be free
to see how beautiful we are, that everyone can be a star
if only we would start believe in dreams
believe in who we are                               the war is not over, everyone knows it
it's just a reason to make us believe
that someone's the loser, someone's the winner
to make us believe that's the way it should be
but i don't wanna believe


but i don't wanna believe
no, no, no, but i don't wanna believe",en,0
2005,6,148,7,Moldova,Zdob si Zdub,Boonika Bate Toba,"It's a jump up jungle, little like a break beat
Never seen that hit - bunica beat da drum-a
Big mallet in the hand, high hat in the same beat
She's screaming like Hawkins, my old big mama
Bunica beat da drum-a like I never heard before
She's a slapping miss Blackman, gimme some more
Check it, let's kick it, we wanna dance now
We are turning into hammers ticking rhythm out
Boonika bate doba
Boonika bate tare
Boonika bate doba cu machuca 'n casa mare
Boonika bate doba
Boonika bate tare
Boonika cu machuca bate doba 'n casa mare
I love so much doba making boom-boom
Now get your body moving, just follow the tune
It's a real magic - big mama play her drum-a
She's flying into trance like an Indian shaman
Who's the Beatles? Where from is Peter Pan?
Who's the gypsy Jimmy Hendrix?
She don't care, that misses L
I smile, I cry when I see that crazy baba
Dizzy tempo dizzy, let's go my music mama
Boonika bate doba
Boonika bate tare
Boonika cu machuca bate doba 'n casa mare
Boonika bate doba
Boonika bate tare
Boonika cu machuca bate doba 'n casa mare
Boonika beat da drum-a tapping out the breaks
Pop you up with dat beat
Get rid of rotten meat
You dig with your soul
Deep inside that rock 'n' roll
She's a drum machine, you know what I mean
She wanna play jumparale to make you spin
Drain a bottle of wine, no need to roll the leaves
By the end of dat show you will blow yourself to bits
Boonika bate doba
Boonika bate tare
Boonika bate doba cu machuca 'n casa mare
Boonika bate doba
Boonika bate tare
Boonika cu machuca bate doba 'n casa mare
Boonika bate doba
Boonika bate tare
Boonika bate doba cu machuca 'n casa mare
Boonika bate doba
Boonika bate tare
Boonika cu machuca bate doba 'n casa mare
You are a real drum machine
You make me wanna dance, you're a slapping queen
To get that state you drink juice from grapes
And I go deep into the music space
Boonika bate doba
Boonika bate tare
Boonika bate doba cu machuca 'n casa mare
Boonika bate doba
Boonika bate tare
Boonika bate doba cu machuca 'n casa mare
Boonika bate doba
Boonika bate tare
Boonika bate doba cu machuca 'n casa mare","it's a jump up jungle, little like a break beat
never seen that hit - bunica beat da drum-a
big mallet in the hand, high hat in the same beat
she's screaming like hawkins, my old big mama
bunica beat da drum-a like i never heard before
she's a slapping miss blackman, gimme some more
check it, let's kick it, we wanna dance now
we are turning into hammers ticking rhythm out
boonika bate doba
boonika bate tare
boonika bate doba cu machuca 'n casa mare
boonika bate doba
boonika bate tare
boonika cu machuca bate doba 'n casa mare
i love so much doba making boom-boom
now get your body moving, just follow the tune
it's a real magic - big mama play her drum-a
she's flying into trance like an indian shaman
who's the beatles? where from is peter pan?
who's the gypsy jimmy hendrix?
she don't care, that misses l
i smile, i cry when i see that crazy baba
dizzy tempo dizzy, let's go my music mama
boonika bate doba
boonika bate tare
boonika cu machuca bate doba 'n casa mare
boonika bate doba
boonika bate tare
boonika cu machuca bate doba 'n casa mare
boonika beat da drum-a tapping out the breaks
pop you up with dat beat
get rid of rotten meat
you dig with your soul
deep inside that rock 'n' roll
she's a drum machine, you know what i mean
she wanna play jumparale to make you spin
drain a bottle of wine, no need to roll the leaves
by the end of dat show you will blow yourself to bits
boonika bate doba
boonika bate tare
boonika bate doba cu machuca 'n casa mare
boonika bate doba
boonika bate tare
boonika cu machuca bate doba 'n casa mare
boonika bate doba
boonika bate tare
boonika bate doba cu machuca 'n casa mare
boonika bate doba
boonika bate tare
boonika cu machuca bate doba 'n casa mare
you are a real drum machine
you make me wanna dance, you're a slapping queen
to get that state you drink juice from grapes
and i go deep into the music space
boonika bate doba
boonika bate tare
boonika bate doba cu machuca 'n casa mare
boonika bate doba
boonika bate tare
boonika bate doba cu machuca 'n casa mare
boonika bate doba
boonika bate tare
boonika bate doba cu machuca 'n casa mare","en, sw",0
2005,7,137,12,Serbia & Montenegro,No Name,Zauvijek Moja,"Tamo, ljubavi, gdje zvone zvona
Ti æeš zauvijek bit' samo moja
Tamo gdje i rijeka ljubi more
Do zore
Zauvijek
Tamo visoko, za brda ona
Tamo gdje je stara kuæa moja
Tamo æu sa tobom, željo moja
Ostati
Tamo, ljubavi, gdje zvone zvona
Ti æeš zauvijek bit' samo moja
Tamo gdje i rijeka ljubi more
Do zore
Tamo visoko, za brda ona
Tamo gdje je stara kuæa moja
Tamo æu sa tobom, željo moja
Ostati
Ti si mi dušu ranila
Ljepotom me opila
Tamo, ljubavi, gdje zvone zvona
Ti æeš zauvijek bit' samo moja
Tamo gdje i rijeka ljubi more
Do zore
Tamo visoko, za brda ona
Tamo gdje je stara kuæa moja
Tamo æu sa tobom, željo moja
Ostati zauvijek","tamo, ljubavi, gdje zvone zvona
ti æeš zauvijek bit' samo moja
tamo gdje i rijeka ljubi more
do zore
zauvijek
tamo visoko, za brda ona
tamo gdje je stara kuæa moja
tamo æu sa tobom, željo moja
ostati
tamo, ljubavi, gdje zvone zvona
ti æeš zauvijek bit' samo moja
tamo gdje i rijeka ljubi more
do zore
tamo visoko, za brda ona
tamo gdje je stara kuæa moja
tamo æu sa tobom, željo moja
ostati
ti si mi dušu ranila
ljepotom me opila
tamo, ljubavi, gdje zvone zvona
ti æeš zauvijek bit' samo moja
tamo gdje i rijeka ljubi more
do zore
tamo visoko, za brda ona
tamo gdje je stara kuæa moja
tamo æu sa tobom, željo moja
ostati zauvijek",hr,1
2005,8,128,22,Switzerland,Vanilla Ninja,Cool Vibes,"Don't want you to lead me to the dark
Don't need you to tear my heart apart
Don't do that, though people say that you're my enemy
I know you can set me free (Oh oh...)
Don't want you to come so close to me
Don't need you to blow my fantasy
But I know that you are livin' far beyond those lies
I can see the danger rise in your eyes
Cool vibes, why don't you kill me?
Cool vibes, why don't you turn your eyes away?
Can't you see we're free to die?
Cool vibes, all we can do is fight and pray
Cool vibes, why don't you thrill me? (Cool vibes)
Cool vibes, why don't you kill me?
All that I can see are shadows of my destiny (Oh oh...)
Don't want you to make me feel afraid
Don't need you to take away the hate
But I know that you will break the seal of mystery
Leave it to my fantasy, what will be?
Cool vibes, why don't you kill me?
Cool vibes, why don't you turn your eyes away?
Can't you see we're free to die?
Cool vibes, all we can do is fight and pray (Oh oh...)
Cool vibes, why don't you thrill me? (Cool vibes)
Cool vibes, why don't you kill me?
All that I can see are shadows of my destiny
Stay close to me, infinity
Enigma's what we share
But I don't care
You'll be there
Cool vibes, why don't you kill me? (Cool vibes)
Cool vibes, why don't you turn your eyes away?
Can't you see we're free to die?
Cool vibes, all we can do is fight and pray
(For some broken heroes)
Cool vibes, why don't you thrill me? (Cool vibes)
Cool vibes, why don't you kill me? (Cool vibes)
All that I can see are shadows of my destiny","don't want you to lead me to the dark
don't need you to tear my heart apart
don't do that, though people say that you're my enemy
i know you can set me free (oh oh...)
don't want you to come so close to me
don't need you to blow my fantasy
but i know that you are livin' far beyond those lies
i can see the danger rise in your eyes
cool vibes, why don't you kill me?
cool vibes, why don't you turn your eyes away?
can't you see we're free to die?
cool vibes, all we can do is fight and pray
cool vibes, why don't you thrill me? (cool vibes)
cool vibes, why don't you kill me?
all that i can see are shadows of my destiny (oh oh...)
don't want you to make me feel afraid
don't need you to take away the hate
but i know that you will break the seal of mystery
leave it to my fantasy, what will be?
cool vibes, why don't you kill me?
cool vibes, why don't you turn your eyes away?
can't you see we're free to die?
cool vibes, all we can do is fight and pray (oh oh...)
cool vibes, why don't you thrill me? (cool vibes)
cool vibes, why don't you kill me?
all that i can see are shadows of my destiny
stay close to me, infinity
enigma's what we share
but i don't care
you'll be there
cool vibes, why don't you kill me? (cool vibes)
cool vibes, why don't you turn your eyes away?
can't you see we're free to die?
cool vibes, all we can do is fight and pray
(for some broken heroes)
cool vibes, why don't you thrill me? (cool vibes)
cool vibes, why don't you kill me? (cool vibes)
all that i can see are shadows of my destiny",en,0
2005,9,125,5,Norway,Wig Wam,In My Dreams,"Come on, come on, come on
Love is all over me (over me)
I don't know if this is what it seems (seems)
Is it real or just a fantasy?
Aim to please is all you ever do
Making all my fairytales come true
Come on, come on, come on
Love is all over me (over me)
You are the only one
Living in my fantasy, in my dreams
Scared of waking up and you'll be gone
Face the truth and I'll be all alone
Baby, let's get into the groove
Show me all you're dirty moves
Come on, come on, come on
Love is all over me (over me)
You are the only one
Living in my fantasy, in my dreams
Come on, come on, come on
Love is all over me (over me)
You are the only one
Living in my fantasy, in my dreams
In my dreams
If this ain't real dont wake me up
I don't ever wanna stop, no, no
Come on, come on, come on
Love is all over me
You are the only one
Living in my fantasy, in my dreams
Come on, come on, come on
Love is all over me
You are the only one
Living in my fantasy, in my dreams
Come on, come on, come on
Love is all over me
You are the only one
Living in my fantasy, in my dreams
","come on, come on, come on
love is all over me (over me)
i don't know if this is what it seems (seems)
is it real or just a fantasy?
aim to please is all you ever do
making all my fairytales come true
come on, come on, come on
love is all over me (over me)
you are the only one
living in my fantasy, in my dreams
scared of waking up and you'll be gone
face the truth and i'll be all alone
baby, let's get into the groove
show me all you're dirty moves
come on, come on, come on
love is all over me (over me)
you are the only one
living in my fantasy, in my dreams
come on, come on, come on
love is all over me (over me)
you are the only one
living in my fantasy, in my dreams
in my dreams
if this ain't real dont wake me up
i don't ever wanna stop, no, no
come on, come on, come on
love is all over me
you are the only one
living in my fantasy, in my dreams
come on, come on, come on
love is all over me
you are the only one
living in my fantasy, in my dreams
come on, come on, come on
love is all over me
you are the only one
living in my fantasy, in my dreams
",en,0
2005,9,125,13,Denmark,Jakob Sveistrup,Talking To You,"You nailed me to the floor with just one look
I'll sail any ocean, to show my devotion
If only I could open up your eyes
And get your attention, a brand new dimension

[Pre-Chorus]
Connect your inner line
And tell me that you're mine
M-mh, yeah

[Chorus]
I'm talking to you, through my heart
Talking to you girl, just tell me where to start
I wanna get through, right away
Wanna get through now, can't wait another day

[Post-Chorus]
You're all I hoped to find
I've never felt like this before
I got to make you mine

[Verse 2]
I wonder how it feels to be with you
Imagination, my sweet temptation                        I'm talking to you, through my heart
Talking to you girl, just tell me where to start
I wanna get through, right away
Wanna get through now, can't wait another day

[Post-Chorus]
You're all I hoped to find
I've never felt like this before
I've got to make you mine

[Bridge]
(I'm talking to, I'm talking to you)
I'm talking to you, baby
(I wanna get, I wanna get through)
I wanna get through

[Chorus]
(I'm talking to you, through my heart)
Talking to you girl, just tell me where to start
(I wanna get through, right away)
Wanna get through (wanna get through now)
Can't wait another day

[Post-Chorus]
You're all I hoped to find
I've never felt like this before
I know you will be mine
[Outro]
I'm talking to you
I just can't get enough
I'm desperate, desperate for your love","you nailed me to the floor with just one look
i'll sail any ocean, to show my devotion
if only i could open up your eyes
and get your attention, a brand new dimension


connect your inner line
and tell me that you're mine
m-mh, yeah


i'm talking to you, through my heart
talking to you girl, just tell me where to start
i wanna get through, right away
wanna get through now, can't wait another day


you're all i hoped to find
i've never felt like this before
i got to make you mine


i wonder how it feels to be with you
imagination, my sweet temptation                        i'm talking to you, through my heart
talking to you girl, just tell me where to start
i wanna get through, right away
wanna get through now, can't wait another day


you're all i hoped to find
i've never felt like this before
i've got to make you mine


(i'm talking to, i'm talking to you)
i'm talking to you, baby
(i wanna get, i wanna get through)
i wanna get through


(i'm talking to you, through my heart)
talking to you girl, just tell me where to start
(i wanna get through, right away)
wanna get through (wanna get through now)
can't wait another day


you're all i hoped to find
i've never felt like this before
i know you will be mine

i'm talking to you
i just can't get enough
i'm desperate, desperate for your love",en,0
2005,11,115,18,Croatia,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,"Tišina k'o sidro veže mrak
U meni polako kopni strah
Ovaj ljubav je bila priviđenje
Nije ovo moje vrijeme

Do zore je ostao još koji sat
A vani nemir, k'o da je rat
Oblačim kaput i odlazim
Da sve zaboravim

I opet Dunavom plove brodovi
A ti više za mene ne brini
K'o lišće sam, vjetar me raznosi
Vukovi umiru sami

I opet Dunavom plove brodovi
A ti više za mene ne brini
K'o lišće sam, vjetar me raznosi
Vukovi umiru sami

Tišina k'o sidro veže mrak
U meni polako kopni strah
Oblačim kaput i odlazim
Da sve zaboravim

I opet Dunavom plove brodovi
A ti više za mene ne brini
K'o lišće sam, vjetar me raznosi
Vukovi umiru sami (Dunavom, Dunavom)
(Dunavom, Dunavom)
(Dunavom, Dunavom)
(Dunavom)

I opet (Dunavom plove brodovi)
A ti više za mene ne brini
K'o lišće sam, vjetar me raznosi
Vukovi umiru sami

K'o lišće sam, vjetar me raznosi
Vukovi umiru sami

(Dunavom)","tišina k'o sidro veže mrak
u meni polako kopni strah
ovaj ljubav je bila priviđenje
nije ovo moje vrijeme

do zore je ostao još koji sat
a vani nemir, k'o da je rat
oblačim kaput i odlazim
da sve zaboravim

i opet dunavom plove brodovi
a ti više za mene ne brini
k'o lišće sam, vjetar me raznosi
vukovi umiru sami

i opet dunavom plove brodovi
a ti više za mene ne brini
k'o lišće sam, vjetar me raznosi
vukovi umiru sami

tišina k'o sidro veže mrak
u meni polako kopni strah
oblačim kaput i odlazim
da sve zaboravim

i opet dunavom plove brodovi
a ti više za mene ne brini
k'o lišće sam, vjetar me raznosi
vukovi umiru sami (dunavom, dunavom)
(dunavom, dunavom)
(dunavom, dunavom)
(dunavom)

i opet (dunavom plove brodovi)
a ti više za mene ne brini
k'o lišće sam, vjetar me raznosi
vukovi umiru sami

k'o lišće sam, vjetar me raznosi
vukovi umiru sami

(dunavom)",hr,1
2005,12,97,1,Hungary,NOX,Forogj Világ,"Forogj, világ
Sodorj a fényre
Vagy nem élek holnap már
Vad éjszakád
Megöl, bár csókkal vár

Ne bánts, világ
Ne ölelj, ne érezz
Szerelmed jobban fáj
Ne játssz, világ
Eressz, ha boldog táj hív

Hájnáná nánáná... hájnáná nánáná...
Elvágyom réges-régen máshová
Hájnáná nánáná... hájnáná nánáná...
Nem látok fényt, nem várok rád

Hájnáná nánáná... hájnáná nánáná...
Eltűnök égen-földön bárhová
Hájnáná nánáná... hájnáná nánáná...
Így válhat minden bánat álommá

Forogj, világ
Sötétben fázom
A remények végén jársz          Ne bánts, világ
Utad nem járom
Ne kérj, ne hívj, ne láss
Ne bándd, világ
Tied lett minden más szív

Hájnáná nánáná... hájnáná nánáná...
Elvágyom réges-régen máshová
Hájnáná nánáná... hájnáná nánáná...
Nem látok fényt, nem várok rád

Hájnáná nánáná... hájnáná nánáná...
Eltűnök égen-földön bárhová
Hájnáná nánáná... hájnáná nánáná...
Így válhat minden bánat álommá
Bolond világ
Tüzelsz, de jéggé válsz","forogj, világ
sodorj a fényre
vagy nem élek holnap már
vad éjszakád
megöl, bár csókkal vár

ne bánts, világ
ne ölelj, ne érezz
szerelmed jobban fáj
ne játssz, világ
eressz, ha boldog táj hív

hájnáná nánáná... hájnáná nánáná...
elvágyom réges-régen máshová
hájnáná nánáná... hájnáná nánáná...
nem látok fényt, nem várok rád

hájnáná nánáná... hájnáná nánáná...
eltűnök égen-földön bárhová
hájnáná nánáná... hájnáná nánáná...
így válhat minden bánat álommá

forogj, világ
sötétben fázom
a remények végén jársz          ne bánts, világ
utad nem járom
ne kérj, ne hívj, ne láss
ne bándd, világ
tied lett minden más szív

hájnáná nánáná... hájnáná nánáná...
elvágyom réges-régen máshová
hájnáná nánáná... hájnáná nánáná...
nem látok fényt, nem várok rád

hájnáná nánáná... hájnáná nánáná...
eltűnök égen-földön bárhová
hájnáná nánáná... hájnáná nánáná...
így válhat minden bánat álommá
bolond világ
tüzelsz, de jéggé válsz",hu,1
2005,13,92,6,Turkey,Gülseren,Rimi Rimi Ley,"Rimi rimi ley li, ley li limi ley
Rimi rimi ley li, ley li limi ley
Rimi rimi ley li, ley li limi ley
Rimi rimi ley li, ley li limi ley, hey...

Yamah-ah...
Müptela olmuş aşkım bak aşkına
Müptela olmuş, dönmüşüm şaşkına
Ley limi ley, rimi rimi ley
Aşk değil bu, sanki bir ceza bana
Ley limi ley, rimi rimi ley
Aşk değil bu, sanki bir kara sevda

Aşk mı yordu seni, zalim?
Çok seviyordu seni kalbim
Acınası bak şu deli halim
Dön gel hadi güzelim

Sevdiğimsin, her şeyimsin
Beni yakıp üzen, güldürensin
Sonunda yine beni mahvedensin
Kader, zalimsin

Rimi rimi ley li, ley li limi ley
Rimi rimi ley li, ley li limi leyLah-ah...
Müptela olmuş aşkım bak aşkına
Müptela olmuş, dönmüşüm şaşkına
Ley limi ley, rimi rimi ley
Aşk değil bu, sanki bir kara sevda

Aşk mı yordu seni, zalim?
Çok seviyordu seni kalbim
Acınası bak şu deli halim
Dön gel hadi güzelim

Sevdiğimsin, her şeyimsin
Beni yakıp üzen, güldürensin
Sonunda yine beni mahvedensin
Kader, zalimsin

Aşk mı yordu seni, zalim?
Çok seviyordu seni kalbim
Acınası bak şu deli halim
Dön gel hadi güzelim

Sevdiğimsin, her şeyimsin
Beni yakıp üzen, güldürensin
Sonunda yine beni mahvedensin
Kader, zalimsin
Rimi rimi ley li, ley li limi ley
Rimi rimi ley li, ley li limi ley
Hey","rimi rimi ley li, ley li limi ley
rimi rimi ley li, ley li limi ley
rimi rimi ley li, ley li limi ley
rimi rimi ley li, ley li limi ley, hey...

yamah-ah...
müptela olmuş aşkım bak aşkına
müptela olmuş, dönmüşüm şaşkına
ley limi ley, rimi rimi ley
aşk değil bu, sanki bir ceza bana
ley limi ley, rimi rimi ley
aşk değil bu, sanki bir kara sevda

aşk mı yordu seni, zalim?
çok seviyordu seni kalbim
acınası bak şu deli halim
dön gel hadi güzelim

sevdiğimsin, her şeyimsin
beni yakıp üzen, güldürensin
sonunda yine beni mahvedensin
kader, zalimsin

rimi rimi ley li, ley li limi ley
rimi rimi ley li, ley li limi leylah-ah...
müptela olmuş aşkım bak aşkına
müptela olmuş, dönmüşüm şaşkına
ley limi ley, rimi rimi ley
aşk değil bu, sanki bir kara sevda

aşk mı yordu seni, zalim?
çok seviyordu seni kalbim
acınası bak şu deli halim
dön gel hadi güzelim

sevdiğimsin, her şeyimsin
beni yakıp üzen, güldürensin
sonunda yine beni mahvedensin
kader, zalimsin

aşk mı yordu seni, zalim?
çok seviyordu seni kalbim
acınası bak şu deli halim
dön gel hadi güzelim

sevdiğimsin, her şeyimsin
beni yakıp üzen, güldürensin
sonunda yine beni mahvedensin
kader, zalimsin
rimi rimi ley li, ley li limi ley
rimi rimi ley li, ley li limi ley
hey",tr,1
2005,14,79,21,Bosnia & Herzegovina,Feminnem,Call Me,"Call me

[Verse 1]
I used to think that we could never make it
That million hearts could never beat as one
But now, miracle is not so hard to find

[Verse 2]
There were times when I really doubted
If, after stormy weather, always comes the sun
But now, I can see the world from a different side, yeah

[Verse 3]
Singer after singer, remembered
Different flags, but nations gathered
From the north to the south, all standing side by side

[Pre-Chorus]
There was laughter and there was crying
But after all, I'm not denying
I'm so happy to be here, 'cause it's the time of my life

[Chorus]
Call me
Every time you're feeling lonely
Our greatest wish is one and only
Sing with me, it's how it should be
For the rest of our lives                          So won't you call me?
We'll reach the very top and nothing less
United in the song, that's all it takes
Fifty candles on the party cakes
For the many years of happiness

[Verse 4]
There were times when I really doubted
If, after stormy weather, always comes the sun
But now, I can see the world from a different side, yeah

[Pre-Chorus]
There was laughter, and there was crying
But after all, I'm not denying
I'm so happy to be here, 'cause it's the time of my life

[Chorus]
Call me
Every time you're feeling lonely
Our greatest wish is one and only
Sing with me, it's how it should be
For the rest of our lives

So won't you call me?
We'll reach the very top and nothing less
United in the song, that's all it takes
Fifty candles on the party cakes
For the many years of happiness
[Pre-Chorus]
There was laughter, and there was crying
But after all, I'm not denying
I'm so happy to be here, 'cause it's the time of my life
Call me

[Chorus]
Call me
We'll reach the very top and nothing less
United in the song, that's all it takes
Fifty candles on the party cakes
For the many years of happiness

United in the song, that's all it takes
For the many years of happiness (of happiness)
Call me","call me


i used to think that we could never make it
that million hearts could never beat as one
but now, miracle is not so hard to find


there were times when i really doubted
if, after stormy weather, always comes the sun
but now, i can see the world from a different side, yeah


singer after singer, remembered
different flags, but nations gathered
from the north to the south, all standing side by side


there was laughter and there was crying
but after all, i'm not denying
i'm so happy to be here, 'cause it's the time of my life


call me
every time you're feeling lonely
our greatest wish is one and only
sing with me, it's how it should be
for the rest of our lives                          so won't you call me?
we'll reach the very top and nothing less
united in the song, that's all it takes
fifty candles on the party cakes
for the many years of happiness


there were times when i really doubted
if, after stormy weather, always comes the sun
but now, i can see the world from a different side, yeah


there was laughter, and there was crying
but after all, i'm not denying
i'm so happy to be here, 'cause it's the time of my life


call me
every time you're feeling lonely
our greatest wish is one and only
sing with me, it's how it should be
for the rest of our lives

so won't you call me?
we'll reach the very top and nothing less
united in the song, that's all it takes
fifty candles on the party cakes
for the many years of happiness

there was laughter, and there was crying
but after all, i'm not denying
i'm so happy to be here, 'cause it's the time of my life
call me


call me
we'll reach the very top and nothing less
united in the song, that's all it takes
fifty candles on the party cakes
for the many years of happiness

united in the song, that's all it takes
for the many years of happiness (of happiness)
call me",en,0
